,Length,Angle,angle2,maxval,rescaled,conversion,snowdepth_ft
2022-11-05 15:54:27,379.1793770763384,97.42489338569597,97.42489338569597,379.1793770763384,,,
2022-11-06 10:00:00,376.1914406256474,98.5608895711646,98.5608895711646,379.1793770763384,,,
2022-11-06 13:00:00,376.6072224480035,-82.06353641878117,97.93646358121883,379.1793770763384,,,
2022-11-06 16:00:00,378.4706065205064,98.81522102322316,98.81522102322316,379.1793770763384,,,
2022-11-07 07:00:01,348.209706929603,-74.1676133795778,105.8323866204222,352.8809997718778,277.134607311325,0.021650129004854936,0.16488727108541834
2022-11-07 10:00:00,352.8809997718778,106.12381737016062,106.12381737016062,352.8809997718778,280.4295877673362,0.02139574517713878,0.1535203978809878
2022-11-07 13:00:00,347.80023001717524,-73.80569035120665,106.19430964879335,352.8809997718778,283.3209764049688,0.02117739419132813,0.33816977594573894
2022-11-07 16:00:00,348.7606629194296,106.14849155113316,106.14849155113316,352.8809997718778,286.4315302750117,0.020947414533027196,0.39803816786739366
2022-11-08 07:00:01,344.64039229318433,-73.82624428988298,106.17375571011702,352.8809997718778,289.21879776021984,0.020745539523936367,0.5539214669908621
2022-11-08 10:00:01,341.76014981270123,106.31385242626057,106.31385242626057,352.8809997718778,289.4011674904656,0.020732466465249046,0.6181415017037346
2022-11-08 13:00:00,333.24015364298464,-73.79481462852824,106.20518537147176,352.8809997718778,289.43198808098276,0.020730258738094996,0.795517739912451
2022-11-08 16:00:00,326.52411855787926,106.54797969378453,106.54797969378453,352.8809997718778,289.5659513031242,0.02072066820355914,0.9378744257566294
2022-11-09 07:00:01,299.4812181089158,-72.10955644799049,107.89044355200951,371.0795063055895,290.22576828835685,0.020673560571088358,1.512329244376058
2022-11-09 10:00:01,299.4678613808166,108.49545120752278,108.49545120752278,385.25316351718647,291.10518065044016,0.02061110690848479,1.5313082402787381
2022-11-09 13:00:00,300.416377715996,-71.56505117707799,108.43494882292201,385.25316351718647,291.9086100383503,0.020554378300837835,1.5288004715120815
2022-11-09 16:00:00,304.86718419665965,109.1481374579396,109.1481374579396,385.4257386319704,293.02334211615744,0.020476184445475127,1.4611556518706095
2022-11-10 07:00:01,307.4150289104292,-70.62199594460698,109.37800405539302,390.713449986048,294.0952994040001,0.020401550151122175,1.4319292173292575
2022-11-10 10:00:01,307.1432890362412,109.79185567333067,109.79185567333067,390.713449986048,294.81551673085164,0.020351710339173327,1.4527810957674816
2022-11-10 13:00:00,312.464397971993,-70.75322199454139,109.24677800545861,385.4257386319704,295.1001044706338,0.020332083618754108,1.3506200794038297
2022-11-10 16:00:00,324.1681662347492,109.27336379732414,109.27336379732414,387.1562991867754,295.4176794902128,0.02031022655906679,1.1197434473890713
