,Length,Angle,angle2,maxval,rescaled,conversion,snowdepth_ft
2023-04-18 07:00:01,176.91806012954132,79.5792876032055,79.5792876032055,192.67589366602144,,,
2023-04-18 10:00:01,175.13708916160505,-100.86081462163732,79.13918537836268,192.67589366602144,,,
2023-04-18 13:00:01,175.75551200460256,79.8409440041532,79.8409440041532,192.67589366602144,,,
2023-04-18 16:00:01,182.3211452355431,-99.152339049402,80.847660950598,192.67589366602144,,,
2023-04-19 07:00:01,186.76188047886004,80.13419305691563,80.13419305691563,192.67589366602144,192.67589366602144,0.031140377168304294,0.18416460122653142
2023-04-19 10:00:01,185.9516066077408,-100.22216863363612,79.77783136636388,192.67589366602144,192.67589366602144,0.031140377168304294,0.20939683518280597
2023-04-19 13:00:01,183.0,79.61114218453038,79.61114218453038,192.67589366602144,192.67589366602144,0.031140377168304294,0.3013109782003141
2023-04-19 16:00:01,184.7917747087245,-99.97205768733107,80.02794231266893,192.67589366602144,192.67589366602144,0.031140377168304294,0.24551443797000494
2023-04-20 07:00:01,185.60711193270583,80.38543072909906,80.38543072909906,192.67589366602144,192.67589366602144,0.031140377168304294,0.22012452929586768
2023-04-20 10:00:01,185.52627846210896,-101.1887999282518,78.8112000717482,192.67589366602144,192.67589366602144,0.031140377168304294,0.22264171405807728
2023-04-20 13:00:01,182.3896926912264,78.93649946665671,78.93649946665671,192.67589366602144,192.67589366602144,0.031140377168304294,0.32031617798409673
2023-04-20 16:00:01,180.23595645708437,-100.87352039525506,79.12647960474494,192.67589366602144,192.67589366602144,0.031140377168304294,0.3873843366363229
2023-04-21 07:00:01,184.3529224069963,79.05578030093244,79.05578030093244,192.67589366602144,192.67589366602144,0.031140377168304294,0.25918046416699925
2023-04-21 10:00:01,187.48866632412745,-101.07020257793936,78.92979742206064,192.67589366602144,192.67589366602144,0.031140377168304294,0.1615322158843193
2023-04-21 13:00:01,182.20043907740728,79.24512229904975,79.24512229904975,192.67589366602144,192.67589366602144,0.031140377168304294,0.3262096068988887
2023-04-21 16:00:01,181.6645259812713,-99.82527704214846,80.17472295785154,192.67589366602144,192.67589366602144,0.031140377168304294,0.34289814284199654
2023-04-22 07:00:01,188.904737897174,79.93931020467704,79.93931020467704,192.67589366602144,192.67589366602144,0.031140377168304294,0.11743521300233616
2023-04-22 10:00:01,190.4337155022713,-100.8968907553255,79.1031092446745,192.67589366602144,192.67589366602144,0.031140377168304294,0.06982227369771529
2023-04-22 13:00:01,181.4083790788066,78.87589102421776,78.87589102421776,192.67589366602144,192.67589366602144,0.031140377168304294,0.35087465399524037
2023-04-22 16:00:01,179.6941846582688,-99.93409747035656,80.06590252964344,192.67589366602144,192.67589366602144,0.031140377168304294,0.40425531479059057
2023-04-23 07:00:01,183.6355085488643,80.28120779717437,80.28120779717437,192.67589366602144,192.67589366602144,0.031140377168304294,0.28152100229499827
2023-04-23 10:00:01,190.8743041899564,-99.9558137040078,80.0441862959922,192.67589366602144,192.67589366602144,0.031140377168304294,0.05610217578711284
2023-04-23 13:00:01,191.52545522723605,80.68522024571024,80.68522024571024,192.67589366602144,192.67589366602144,0.031140377168304294,0.03582508689269207
2023-04-23 16:00:01,189.4518408461633,-100.95406264339832,79.04593735660168,192.67589366602144,192.67589366602144,0.031140377168304294,0.10039822082091764
2023-04-24 07:00:01,190.8219064992277,78.5134110060776,78.5134110060776,192.67589366602144,192.67589366602144,0.031140377168304294,0.057733859639152604
2023-04-24 10:00:01,189.4518408461633,-100.95406264339832,79.04593735660168,192.67589366602144,192.67589366602144,0.031140377168304294,0.10039822082091764
2023-04-24 13:00:01,183.98369492974095,79.66729948407823,79.66729948407823,192.67589366602144,192.67589366602144,0.031140377168304294,0.27067834706963234
2023-04-24 16:00:01,182.82231811242303,-100.08059798754232,79.91940201245768,192.67589366602144,192.67589366602144,0.031140377168304294,0.30684405919543706
2023-04-25 07:00:01,186.1316738225926,79.47489212897167,79.47489212897167,192.67589366602144,192.67589366602144,0.031140377168304294,0.20378947419667517
2023-04-25 10:00:01,185.14858897652988,-100.5816355209438,79.4183644790562,192.67589366602144,192.67589366602144,0.031140377168304294,0.23440310709151277
2023-04-25 13:00:01,184.3529224069963,79.05578030093244,79.05578030093244,192.67589366602144,192.67589366602144,0.031140377168304294,0.25918046416699925
2023-04-25 16:00:01,183.1829686406463,-100.69651073577812,79.30348926422188,192.67589366602144,192.67589366602144,0.031140377168304294,0.2956132657206166
2023-04-26 07:00:01,183.0,79.61114218453038,79.61114218453038,192.67589366602144,192.67589366602144,0.031140377168304294,0.3013109782003141
2023-04-26 10:00:01,184.16568627190028,-100.63876660950676,79.36123339049324,192.67589366602144,192.67589366602144,0.031140377168304294,0.2650110680334247
2023-04-26 13:00:01,178.88543819998318,79.69515353123397,79.69515353123397,192.67589366602144,192.67589366602144,0.031140377168304294,0.42943998453513477
2023-04-26 16:00:01,179.6941846582688,-99.93409747035656,80.06590252964344,192.67589366602144,192.67589366602144,0.031140377168304294,0.40425531479059057
2023-04-27 07:00:01,185.14858897652988,79.41836447905621,79.41836447905621,192.67589366602144,192.67589366602144,0.031140377168304294,0.23440310709151277
2023-04-27 10:00:01,185.9516066077408,-100.22216863363612,79.77783136636388,192.67589366602144,192.67589366602144,0.031140377168304294,0.20939683518280597
2023-04-27 13:00:01,186.1316738225926,79.47489212897167,79.47489212897167,192.67589366602144,192.67589366602144,0.031140377168304294,0.20378947419667517
2023-04-27 16:00:01,184.16568627190028,-100.63876660950676,79.36123339049324,192.67589366602144,192.67589366602144,0.031140377168304294,0.2650110680334247
2023-04-28 07:00:01,183.0,79.61114218453038,79.61114218453038,192.67589366602144,192.67589366602144,0.031140377168304294,0.3013109782003141
2023-04-28 10:00:01,185.33483212823216,-100.88552705465874,79.11447294534126,192.67589366602144,192.67589366602144,0.031140377168304294,0.22860342510248988
2023-04-28 13:00:01,183.1829686406463,79.3034892642219,79.3034892642219,192.67589366602144,192.67589366602144,0.031140377168304294,0.2956132657206166
2023-04-28 16:00:01,180.6792738528689,-99.87939057950912,80.12060942049088,192.67589366602144,192.67589366602144,0.031140377168304294,0.3735792657263221
2023-04-29 07:00:01,186.1316738225926,79.47489212897167,79.47489212897167,192.67589366602144,192.67589366602144,0.031140377168304294,0.20378947419667517
2023-04-29 10:00:01,184.3529224069963,79.05578030093244,79.05578030093244,192.67589366602144,192.67589366602144,0.031140377168304294,0.25918046416699925
2023-04-29 13:00:01,186.3169342813476,-100.8274531038254,79.1725468961746,192.67589366602144,192.67589366602144,0.031140377168304294,0.19802039363667107
2023-04-29 16:00:01,186.1316738225926,79.47489212897167,79.47489212897167,192.67589366602144,192.67589366602144,0.031140377168304294,0.20378947419667517
2023-04-30 07:00:01,183.6355085488643,-99.71879220282564,80.28120779717436,192.67589366602144,192.67589366602144,0.031140377168304294,0.28152100229499827
2023-04-30 10:00:01,184.16568627190028,79.36123339049324,79.36123339049324,192.67589366602144,192.67589366602144,0.031140377168304294,0.2650110680334247
2023-04-30 13:00:01,185.776747737708,-99.91865062606084,80.08134937393916,192.67589366602144,192.67589366602144,0.031140377168304294,0.21484200634685108
2023-04-30 16:00:01,183.6355085488643,80.28120779717437,80.28120779717437,192.67589366602144,192.67589366602144,0.031140377168304294,0.28152100229499827
2023-05-01 07:00:01,180.6792738528689,-99.87939057950912,80.12060942049088,192.67589366602144,192.67589366602144,0.031140377168304294,0.3735792657263221
2023-05-01 16:00:01,182.0109886792553,-102.05078488340956,77.94921511659044,192.67589366602144,192.67589366602144,0.031140377168304294,0.3321091637520271
2023-05-02 07:00:01,172.6267650163207,79.99202019855866,79.99202019855866,192.67589366602144,192.67589366602144,0.031140377168304294,0.6243374280475367
2023-05-02 10:00:01,180.5103875127412,-99.5666859897144,80.4333140102856,192.67589366602144,192.67589366602144,0.031140377168304294,0.3788384500564732
2023-05-02 13:00:01,181.49655644116223,-99.5142205448402,80.4857794551598,192.67589366602144,192.67589366602144,0.031140377168304294,0.34812877767378003
2023-05-02 16:00:01,184.967564724197,79.72285941858759,79.72285941858759,192.67589366602144,192.67589366602144,0.031140377168304294,0.24004027058576924
2023-05-03 07:00:01,182.64993840677852,-99.77174735202088,80.22825264797912,192.67589366602144,192.67589366602144,0.031140377168304294,0.3122120282453686
2023-05-03 10:00:01,181.0331461362808,79.49699698108216,79.49699698108216,192.67589366602144,192.67589366602144,0.031140377168304294,0.3625595493514664
2023-05-03 13:00:01,184.16568627190028,-100.63876660950676,79.36123339049324,192.67589366602144,192.67589366602144,0.031140377168304294,0.2650110680334247
2023-05-03 16:00:01,187.7471704180918,80.1864821407454,80.1864821407454,192.67589366602144,192.67589366602144,0.031140377168304294,0.15348230089871873
2023-05-04 07:00:01,186.3169342813476,-100.8274531038254,79.1725468961746,192.67589366602144,192.67589366602144,0.031140377168304294,0.19802039363667107
2023-05-04 10:00:01,182.58422713914803,78.62852535897801,78.62852535897801,192.67589366602144,192.67589366602144,0.031140377168304294,0.31425830190358944
2023-05-04 13:00:01,182.58422713914803,-101.371474641022,78.628525358978,192.67589366602144,192.67589366602144,0.031140377168304294,0.31425830190358944
2023-05-04 16:00:01,177.1016657177453,79.26110289909457,79.26110289909457,192.67589366602144,192.67589366602144,0.031140377168304294,0.4849873324144647
2023-05-05 07:00:01,185.14858897652988,-100.5816355209438,79.4183644790562,192.67589366602144,192.67589366602144,0.031140377168304294,0.23440310709151277
2023-05-05 10:00:01,183.8069639594757,79.9739629096787,79.9739629096787,192.67589366602144,192.67589366602144,0.031140377168304294,0.2761818161410127
2023-05-05 13:00:01,179.6941846582688,-99.93409747035656,80.06590252964344,192.67589366602144,192.67589366602144,0.031140377168304294,0.40425531479059057
2023-05-05 16:00:01,181.49655644116223,80.4857794551598,80.4857794551598,192.67589366602144,192.67589366602144,0.031140377168304294,0.34812877767378003
2023-05-06 07:00:01,178.08424972467387,-100.67894719653516,79.32105280346484,192.67589366602144,192.67589366602144,0.031140377168304294,0.45438929583916554
2023-05-06 10:00:01,170.42593699317015,78.49226930308716,78.49226930308716,192.67589366602144,192.67589366602144,0.031140377168304294,0.6928720427710179
2023-05-06 13:00:01,172.6267650163207,-100.00797980144137,79.99202019855863,192.67589366602144,192.67589366602144,0.031140377168304294,0.6243374280475367
2023-05-07 13:00:01,174.34735443934903,-101.24548280546286,78.75451719453714,192.67589366602144,192.67589366602144,0.031140377168304294,0.570757624462639
2023-05-07 16:00:01,181.4083790788066,78.87589102421776,78.87589102421776,192.67589366602144,192.67589366602144,0.031140377168304294,0.35087465399524037
2023-05-08 07:00:01,184.29595763336752,-99.05343866217378,80.94656133782622,192.67589366602144,192.67589366602144,0.031140377168304294,0.26095436870310645
2023-05-08 10:00:01,185.72291188757515,78.50856091188662,78.50856091188662,192.67589366602144,192.67589366602144,0.031140377168304294,0.21651847502516453
2023-05-08 13:00:01,188.66372200293304,-101.3099324740202,78.6900675259798,192.67589366602144,192.67589366602144,0.031140377168304294,0.12494053885255534
2023-05-08 16:00:01,185.776747737708,80.08134937393916,80.08134937393916,192.67589366602144,192.67589366602144,0.031140377168304294,0.21484200634685108
2023-05-09 07:00:01,178.2133552795637,-99.03948280335511,80.96051719664489,192.67589366602144,192.67589366602144,0.031140377168304294,0.45036890016537295
2023-05-09 10:00:01,185.776747737708,80.08134937393916,80.08134937393916,192.67589366602144,192.67589366602144,0.031140377168304294,0.21484200634685108
2023-05-09 13:00:01,188.09837851507388,-100.41382547098922,79.58617452901078,192.67589366602144,192.67589366602144,0.031140377168304294,0.14254554829413443
2023-05-09 16:00:01,192.67589366602144,80.4399035191137,80.4399035191137,192.67589366602144,192.67589366602144,0.031140377168304294,0.0
2023-05-10 07:00:01,190.06577808748213,-100.30484646876604,79.69515353123396,192.67589366602144,192.67589366602144,0.031140377168304294,0.08127998356858081
2023-05-10 10:00:01,189.08199279677584,79.6409475119163,79.6409475119163,192.67589366602144,192.67589366602144,0.031140377168304294,0.11191542857380468
2023-05-10 13:00:01,184.967564724197,-100.2771405814124,79.7228594185876,192.67589366602144,192.67589366602144,0.031140377168304294,0.24004027058576924
2023-05-10 16:00:01,187.11493793922492,79.53082574228858,79.53082574228858,192.67589366602144,192.67589366602144,0.031140377168304294,0.1731702587486854
2023-05-11 07:00:01,186.1316738225926,-100.52510787102833,79.47489212897167,192.67589366602144,192.67589366602144,0.031140377168304294,0.20378947419667517
2023-05-11 10:00:01,184.967564724197,79.72285941858759,79.72285941858759,192.67589366602144,192.67589366602144,0.031140377168304294,0.24004027058576924
2023-05-11 13:00:01,190.24720760105785,-100.60115486365213,79.39884513634787,192.67589366602144,192.67589366602144,0.031140377168304294,0.07563020008637084
2023-05-11 16:00:01,188.2471779336944,81.13813559360244,81.13813559360244,192.67589366602144,192.67589366602144,0.031140377168304294,0.1379118782758673
2023-05-12 07:00:01,185.60711193270583,-99.61456927090096,80.38543072909904,192.67589366602144,192.67589366602144,0.031140377168304294,0.22012452929586768
2023-05-12 10:00:01,185.9516066077408,79.77783136636388,79.77783136636388,192.67589366602144,192.67589366602144,0.031140377168304294,0.20939683518280597
2023-05-12 13:00:01,182.0164827701052,-100.44562205652512,79.55437794347488,192.67589366602144,192.67589366602144,0.031140377168304294,0.33193807569076406
2023-05-12 16:00:01,182.20043907740728,79.24512229904975,79.24512229904975,192.67589366602144,192.67589366602144,0.031140377168304294,0.3262096068988887
2023-05-13 07:00:01,184.29595763336752,-99.05343866217378,80.94656133782622,192.67589366602144,192.67589366602144,0.031140377168304294,0.26095436870310645
2023-05-13 10:00:01,191.68985366993212,80.39026187494721,80.39026187494721,192.67589366602144,192.67589366602144,0.031140377168304294,0.03070565738125464
2023-05-13 13:00:01,188.47015678881365,-101.01183017164438,78.98816982835562,192.67589366602144,192.67589366602144,0.031140377168304294,0.13096823262689666
2023-05-13 16:00:01,180.8258831030558,78.19293657840144,78.19293657840144,192.67589366602144,192.67589366602144,0.031140377168304294,0.3690137983791403
2023-05-14 07:00:01,187.57931655702345,-99.51253760227898,80.48746239772102,192.67589366602144,192.67589366602144,0.031140377168304294,0.15870933344154334
2023-05-14 10:00:01,183.0,79.61114218453038,79.61114218453038,192.67589366602144,192.67589366602144,0.031140377168304294,0.3013109782003141
